,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Jonathan Isaac,Jonathan Isaac,PF,24,82.0,230.0,Florida State,17400000.0,orlando-magic,4065654,https://www.espn.com/nba/player/_/id/4065654/jonathan-isaac,Career,136.0,25.8,43.5,33.0,79.7,5.4,1.1,1.5,1.1,2.0,1.1,9.3
Chuma Okeke,Chuma Okeke,PF,23,78.0,229.0,Auburn,3277080.0,orlando-magic,4278052,https://www.espn.com/nba/player/_/id/4278052/chuma-okeke,Career,115.0,25.1,39.0,32.6,81.0,4.6,1.9,0.6,1.3,1.2,0.8,8.3
Terrence Ross,Terrence Ross,SG,31,78.0,206.0,Washington,12500000.0,orlando-magic,6619,https://www.espn.com/nba/player/_/id/6619/terrence-ross,Career,670.0,24.8,41.7,36.1,83.9,2.8,1.3,0.3,0.8,1.7,1.0,11.2
Admiral Schofield,Admiral Schofield,SF,25,77.0,241.0,Tennessee,0.0,orlando-magic,3918423,https://www.espn.com/nba/player/_/id/3918423/admiral-schofield,Career,71.0,11.8,40.3,32.1,73.3,1.9,0.6,0.1,0.2,1.5,0.4,3.5
Jalen Suggs,Jalen Suggs,SG,21,77.0,205.0,Gonzaga,6593040.0,orlando-magic,4432165,https://www.espn.com/nba/player/_/id/4432165/jalen-suggs,Career,48.0,27.2,36.1,21.4,77.3,3.6,4.4,0.4,1.2,3.0,3.0,11.8
Franz Wagner,Franz Wagner,SF,20,82.0,220.0,Michigan,5007840.0,orlando-magic,4566434,https://www.espn.com/nba/player/_/id/4566434/franz-wagner,Career,79.0,30.7,46.8,35.4,86.3,4.5,2.9,0.4,0.9,2.1,1.5,15.2
Moritz Wagner,Moritz Wagner,C,25,83.0,245.0,Michigan,1729217.0,orlando-magic,3150844,https://www.espn.com/nba/player/_/id/3150844/moritz-wagner,Career,196.0,15.1,48.7,32.1,81.3,3.5,1.1,0.3,0.4,2.2,1.0,7.5
Deni Avdija,Deni Avdija,SF,21,81.0,210.0,--,4692840.0,washington-wizards,4683021,https://www.espn.com/nba/player/_/id/4683021/deni-avdija,Career,136.0,23.8,42.6,31.6,72.9,5.1,1.7,0.4,0.7,2.4,0.9,7.6
Will Barton,Will Barton,SF,31,77.0,181.0,Memphis,15625000.0,washington-wizards,6579,https://www.espn.com/nba/player/_/id/6579/will-barton,Career,623.0,25.9,43.3,35.4,78.7,4.3,2.7,0.4,0.8,1.6,1.4,11.6
Bradley Beal,Bradley Beal,SG,29,76.0,207.0,Florida,33724200.0,washington-wizards,6580,https://www.espn.com/nba/player/_/id/6580/bradley-beal,Career,645.0,34.8,45.6,37.2,82.1,4.1,4.2,0.4,1.1,2.2,2.4,22.1
Vernon Carey Jr.,Vernon Carey Jr.,C,21,81.0,270.0,Duke,1517981.0,washington-wizards,4431669,https://www.espn.com/nba/player/_/id/4431669/vernon-carey-jr,Career,26.0,6.1,51.0,14.3,62.5,1.5,0.1,0.2,0.1,0.7,0.3,2.5
Johnny Davis,Johnny Davis,G,21,77.0,196.0,Wisconsin,0.0,washington-wizards,4432356,https://www.espn.com/nba/player/_/id/4432356/johnny-davis,,,,,,,,,,,,,
Daniel Gafford,Daniel Gafford,C,23,81.0,234.0,Arkansas,1782621.0,washington-wizards,4278049,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,Career,169.0,16.8,69.2,0.0,65.7,4.4,0.7,1.4,0.4,2.2,0.8,7.6
Taj Gibson,Taj Gibson,F,37,81.0,232.0,USC,4910000.0,washington-wizards,3986,https://www.espn.com/nba/player/_/id/3986/taj-gibson,Career,896.0,24.5,51.8,25.7,71.3,6.1,1.0,1.0,0.6,2.5,1.1,9.0
Anthony Gill,Anthony Gill,PF,29,79.0,230.0,Virginia,1517981.0,washington-wizards,2581184,https://www.espn.com/nba/player/_/id/2581184/anthony-gill,Career,70.0,9.7,54.4,42.0,80.9,1.9,0.5,0.2,0.2,1.2,0.4,3.7
Rui Hachimura,Rui Hachimura,PF,24,80.0,230.0,Gonzaga,4916160.0,washington-wizards,4066648,https://www.espn.com/nba/player/_/id/4066648/rui-hachimura,Career,147.0,28.5,47.7,36.0,77.9,5.2,1.5,0.2,0.7,1.9,1.0,13.0
Corey Kispert,Corey Kispert,SF,23,78.0,224.0,Gonzaga,3383640.0,washington-wizards,4280151,https://www.espn.com/nba/player/_/id/4280151/corey-kispert,Career,77.0,23.4,45.5,35.0,87.1,2.7,1.1,0.3,0.5,1.2,0.6,8.2
Kyle Kuzma,Kyle Kuzma,SF,27,81.0,221.0,Utah,13000000.0,washington-wizards,3134907,https://www.espn.com/nba/player/_/id/3134907/kyle-kuzma,Career,342.0,30.4,44.9,33.9,72.3,6.2,2.2,0.5,0.6,2.1,1.9,15.6
Makur Maker,Makur Maker,C,21,83.0,235.0,Howard,0.0,washington-wizards,4432183,https://www.espn.com/nba/player/_/id/4432183/makur-maker,,,,,,,,,,,,,
Monte Morris,Monte Morris,PG,27,74.0,183.0,Iowa State,8449074.0,washington-wizards,3059310,https://www.espn.com/nba/player/_/id/3059310/monte-morris,Career,280.0,25.2,48.1,39.4,83.0,2.3,3.7,0.2,0.8,1.1,0.8,10.5
Yannick Nzosa,Yannick Nzosa,C,20,83.0,215.0,--,0.0,washington-wizards,4997531,https://www.espn.com/nba/player/_/id/4997531/yannick-nzosa,,,,,,,,,,,,,
Kristaps Porzingis,Kristaps Porzingis,C,27,87.0,240.0,--,31650600.0,washington-wizards,3102531,https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,Career,337.0,30.8,44.4,35.3,82.0,7.9,1.6,1.9,0.7,3.0,1.6,18.9
Tomas Satoransky,Tomas Satoransky,SG,30,79.0,210.0,--,10000000.0,washington-wizards,6621,https://www.espn.com/nba/player/_/id/6621/tomas-satoransky,Career,388.0,22.2,46.8,35.4,82.0,2.9,4.1,0.2,0.8,1.7,1.3,6.9
Jordan Schakel,Jordan Schakel,F,24,78.0,200.0,San Diego State,0.0,washington-wizards,4278707,https://www.espn.com/nba/player/_/id/4278707/jordan-schakel,Career,4.0,7.5,9.1,16.7,100.0,2.0,0.0,0.0,0.3,0.0,0.3,1.3
Isaiah Todd,Isaiah Todd,PF,20,81.0,219.0,--,1500000.0,washington-wizards,4715198,https://www.espn.com/nba/player/_/id/4715198/isaiah-todd,Career,12.0,6.2,26.9,25.0,33.3,1.0,0.3,0.2,0.3,0.3,0.3,1.7
Cassius Winston,Cassius Winston,PG,24,73.0,185.0,Michigan State,0.0,washington-wizards,4066382,https://www.espn.com/nba/player/_/id/4066382/cassius-winston,Career,29.0,4.7,40.9,43.5,90.0,0.3,0.7,0.0,0.1,0.6,0.3,1.9
Delon Wright,Delon Wright,SG,30,77.0,185.0,Utah,8526316.0,washington-wizards,3064447,https://www.espn.com/nba/player/_/id/3064447/delon-wright,Career,411.0,20.9,45.3,35.4,79.9,3.2,3.0,0.4,1.2,1.1,1.0,7.2
Davis Bertans,Davis Bertans,SF,29,82.0,225.0,--,16000000.0,dallas-mavericks,6426,https://www.espn.com/nba/player/_/id/6426/davis-bertans,Career,387.0,19.1,42.4,39.8,86.0,2.7,1.0,0.4,0.4,1.7,0.6,8.2
Reggie Bullock,Reggie Bullock,SF,31,78.0,205.0,North Carolina,9536000.0,dallas-mavericks,2528779,https://www.espn.com/nba/player/_/id/2528779/reggie-bullock,Career,434.0,22.5,42.7,38.5,84.2,2.5,1.2,0.1,0.6,1.4,0.6,7.8
Spencer Dinwiddie,Spencer Dinwiddie,PG,29,78.0,215.0,Colorado,17142857.0,dallas-mavericks,2580782,https://www.espn.com/nba/player/_/id/2580782/spencer-dinwiddie,Career,387.0,26.4,41.1,32.2,79.1,3.0,5.0,0.3,0.7,2.3,1.7,13.0
Luka Doncic,Luka Doncic,PG,23,79.0,230.0,--,10174391.0,dallas-mavericks,3945274,https://www.espn.com/nba/player/_/id/3945274/luka-doncic,Career,264.0,33.8,45.7,33.7,73.7,8.5,8.0,0.4,1.1,2.2,4.1,26.4
Tyler Dorsey,Tyler Dorsey,G,26,76.0,195.0,Oregon,0.0,dallas-mavericks,3915560,https://www.espn.com/nba/player/_/id/3915560/tyler-dorsey,Career,104.0,16.1,38.9,35.0,66.9,2.3,1.3,0.1,0.3,1.1,0.6,6.7
Dorian Finney-Smith,Dorian Finney-Smith,PF,29,79.0,220.0,Florida,4000000.0,dallas-mavericks,2578185,https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,Career,394.0,27.3,44.6,36.1,71.8,4.5,1.4,0.4,0.8,2.2,0.9,8.2
Josh Green,Josh Green,SG,21,77.0,200.0,Arizona,2957520.0,dallas-mavericks,4432811,https://www.espn.com/nba/player/_/id/4432811/josh-green,Career,106.0,14.0,49.3,31.1,64.7,2.3,1.0,0.2,0.6,1.4,0.6,4.0
Tim Hardaway Jr.,Tim Hardaway Jr.,SF,30,77.0,205.0,Michigan,21308816.0,dallas-mavericks,2528210,https://www.espn.com/nba/player/_/id/2528210/tim-hardaway-jr,Career,586.0,27.0,42.2,35.8,81.2,2.8,1.9,0.1,0.6,1.7,1.1,13.9
Jaden Hardy,Jaden Hardy,G,20,76.0,198.0,--,0.0,dallas-mavericks,4868423,https://www.espn.com/nba/player/_/id/4868423/jaden-hardy,,,,,,,,,,,,,
Maxi Kleber,Maxi Kleber,PF,30,82.0,240.0,--,8975000.0,dallas-mavericks,2960236,https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,Career,326.0,22.7,44.6,35.9,79.6,4.8,1.1,0.9,0.4,2.1,0.7,7.1
Brandon Knight,Brandon Knight,PG,30,74.0,182.0,Kentucky,0.0,dallas-mavericks,6448,https://www.espn.com/nba/player/_/id/6448/brandon-knight,Career,451.0,29.3,41.1,35.2,80.7,3.1,3.9,0.2,0.9,2.0,2.4,14.0
JaVale McGee,JaVale McGee,C,34,84.0,270.0,Nevada,5000000.0,dallas-mavericks,3452,https://www.espn.com/nba/player/_/id/3452/javale-mcgee,Career,821.0,17.0,57.6,18.2,60.5,5.3,0.4,1.5,0.4,2.2,1.0,8.0
Frank Ntilikina,Frank Ntilikina,PG,24,76.0,200.0,--,1669178.0,dallas-mavericks,4230547,https://www.espn.com/nba/player/_/id/4230547/frank-ntilikina,Career,269.0,17.9,37.1,33.1,77.5,1.8,2.3,0.2,0.7,2.0,1.1,5.2
Theo Pinson,Theo Pinson,G,26,77.0,212.0,North Carolina,0.0,dallas-mavericks,3138154,https://www.espn.com/nba/player/_/id/3138154/theo-pinson,Career,87.0,8.7,30.8,22.6,91.7,1.3,1.1,0.1,0.3,0.8,0.7,2.9
Dwight Powell,Dwight Powell,C,31,82.0,240.0,Stanford,11080125.0,dallas-mavericks,2531367,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,Career,511.0,19.0,58.5,29.6,75.1,4.6,1.0,0.5,0.6,2.2,0.7,7.7
Christian Wood,Christian Wood,C,26,81.0,214.0,UNLV,13666667.0,dallas-mavericks,3058254,https://www.espn.com/nba/player/_/id/3058254/christian-wood,Career,222.0,23.6,51.9,38.0,66.8,7.3,1.3,0.9,0.6,1.8,1.4,14.2
Moses Wright,Moses Wright,F,23,80.0,226.0,Georgia Tech,0.0,dallas-mavericks,4277871,https://www.espn.com/nba/player/_/id/4277871/moses-wright,Career,4.0,3.5,25.0,0.0,100.0,0.8,0.5,0.3,0.0,0.0,0.0,1.3
Sterling Brown,Sterling Brown,SF,27,77.0,219.0,SMU,3000000.0,houston-rockets,3057187,https://www.espn.com/nba/player/_/id/3057187/sterling-brown,Career,264.0,16.8,42.0,36.4,79.6,3.3,1.0,0.2,0.5,1.4,0.7,5.4
Trey Burke,Trey Burke,PG,29,72.0,185.0,Michigan,3150000.0,houston-rockets,2579260,https://www.espn.com/nba/player/_/id/2579260/trey-burke,Career,498.0,20.9,41.0,34.5,81.0,1.8,3.1,0.1,0.6,1.3,1.1,9.6
Marquese Chriss,Marquese Chriss,SF,25,81.0,240.0,Washington,958529.0,houston-rockets,3907487,https://www.espn.com/nba/player/_/id/3907487/marquese-chriss,Career,292.0,18.3,45.6,29.0,66.7,4.7,1.0,0.8,0.6,2.5,1.2,7.6
Josh Christopher,Josh Christopher,SG,20,75.0,215.0,Arizona State,2259240.0,houston-rockets,4432168,https://www.espn.com/nba/player/_/id/4432168/josh-christopher,Career,74.0,18.0,44.8,29.6,73.5,2.5,2.0,0.2,0.9,1.3,1.5,7.9
Tari Eason,Tari Eason,F,21,80.0,216.0,LSU,0.0,houston-rockets,4433192,https://www.espn.com/nba/player/_/id/4433192/tari-eason,,,,,,,,,,,,,
Bruno Fernando,Bruno Fernando,F,24,81.0,240.0,Maryland,1782621.0,houston-rockets,4277952,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando,Career,119.0,9.2,52.7,14.6,60.8,2.8,0.6,0.3,0.2,1.3,0.6,3.2
Usman Garuba,Usman Garuba,PF,20,80.0,229.0,--,2353320.0,houston-rockets,4871143,https://www.espn.com/nba/player/_/id/4871143/usman-garuba,Career,24.0,10.0,43.2,25.0,71.4,3.5,0.7,0.5,0.4,1.2,0.3,2.0
Eric Gordon,Eric Gordon,SG,33,75.0,215.0,Indiana,18218818.0,houston-rockets,3431,https://www.espn.com/nba/player/_/id/3431/eric-gordon,Career,749.0,32.4,42.8,37.1,81.0,2.4,2.8,0.3,0.9,1.9,2.0,16.4
Jalen Green,Jalen Green,SG,20,76.0,186.0,--,8992200.0,houston-rockets,4437244,https://www.espn.com/nba/player/_/id/4437244/jalen-green,Career,67.0,31.9,42.6,34.3,79.7,3.4,2.6,0.3,0.7,1.5,2.0,17.3
Anthony Lamb,Anthony Lamb,F,24,78.0,227.0,Vermont,0.0,houston-rockets,4066790,https://www.espn.com/nba/player/_/id/4066790/anthony-lamb,Career,26.0,16.3,38.3,31.5,85.7,2.7,1.0,0.2,0.2,1.3,0.7,5.1
Boban Marjanovic,Boban Marjanovic,C,33,87.0,290.0,--,3500000.0,houston-rockets,4376,https://www.espn.com/nba/player/_/id/4376/boban-marjanovic,Career,286.0,9.2,57.4,25.6,76.6,3.8,0.5,0.3,0.2,1.2,0.7,5.9
Kenyon Martin Jr.,Kenyon Martin Jr.,F,21,77.0,215.0,--,1517981.0,houston-rockets,4431828,https://www.espn.com/nba/player/_/id/4431828/kenyon-martin-jr,Career,124.0,22.0,52.4,36.0,66.7,4.3,1.2,0.7,0.5,1.6,0.8,9.0
Garrison Mathews,Garrison Mathews,SG,25,77.0,215.0,Lipscomb,2000000.0,houston-rockets,3913180,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews,Career,147.0,20.3,40.5,37.1,83.5,2.0,0.7,0.2,0.6,2.1,0.4,7.5
Daishen Nix,Daishen Nix,SG,20,76.0,226.0,--,612000.0,houston-rockets,4432176,https://www.espn.com/nba/player/_/id/4432176/daishen-nix,Career,24.0,10.9,40.3,26.9,53.3,1.4,1.7,0.0,0.6,0.9,1.1,3.2
David Nwaba,David Nwaba,SF,29,77.0,219.0,Cal Poly,4650000.0,houston-rockets,3062744,https://www.espn.com/nba/player/_/id/3062744/david-nwaba,Career,237.0,19.3,49.0,32.0,67.3,3.7,1.0,0.4,0.7,1.9,0.7,6.8
Kevin Porter Jr.,Kevin Porter Jr.,SG,22,76.0,203.0,USC,1782621.0,houston-rockets,4397140,https://www.espn.com/nba/player/_/id/4397140/kevin-porter-jr,Career,137.0,28.5,42.4,35.2,68.6,3.9,4.7,0.3,1.0,2.6,2.7,13.7
Dennis Schroder,Dennis Schroder,PG,28,73.0,172.0,--,5890000.0,houston-rockets,3032979,https://www.espn.com/nba/player/_/id/3032979/dennis-schroder,Career,621.0,26.5,43.6,33.8,83.3,2.9,4.7,0.1,0.8,2.0,2.4,14.2
Alperen Sengun,Alperen Sengun,C,20,82.0,243.0,--,3214680.0,houston-rockets,4871144,https://www.espn.com/nba/player/_/id/4871144/alperen-sengun,Career,72.0,20.7,47.4,24.8,71.1,5.5,2.6,0.9,0.8,3.0,2.0,9.6
Jabari Smith Jr.,Jabari Smith Jr.,F,19,82.0,220.0,Auburn,0.0,houston-rockets,4432639,https://www.espn.com/nba/player/_/id/4432639/jabari-smith-jr,,,,,,,,,,,,,
Jae'Sean Tate,Jae'Sean Tate,SF,26,76.0,230.0,Ohio State,1517981.0,houston-rockets,3136777,https://www.espn.com/nba/player/_/id/3136777/jaesean-tate,Career,148.0,27.7,50.1,31.0,70.1,5.4,2.7,0.5,1.1,3.4,1.6,11.6
TyTy Washington Jr.,TyTy Washington Jr.,G,20,75.0,197.0,Kentucky,0.0,houston-rockets,4683749,https://www.espn.com/nba/player/_/id/4683749/tyty-washington-jr,,,,,,,,,,,,,
Steven Adams,Steven Adams,C,29,83.0,265.0,Pittsburgh,17073171.0,memphis-grizzlies,2991235,https://www.espn.com/nba/player/_/id/2991235/steven-adams,Career,664.0,26.8,58.7,7.1,54.7,8.0,1.5,0.9,0.9,2.5,1.4,9.3
Santi Aldama,Santi Aldama,PF,21,83.0,215.0,"$1,994,520",,memphis-grizzlies,4593125,https://www.espn.com/nba/player/_/id/4593125/santi-aldama,Career,32.0,11.3,40.2,12.5,62.5,2.7,0.7,0.3,0.2,1.1,0.5,4.1
Desmond Bane,Desmond Bane,SG,24,77.0,215.0,TCU,2033160.0,memphis-grizzlies,4066320,https://www.espn.com/nba/player/_/id/4066320/desmond-bane,Career,144.0,26.3,46.4,43.5,88.2,3.8,2.3,0.3,0.9,2.2,1.2,14.0
Dillon Brooks,Dillon Brooks,SF,26,79.0,225.0,Oregon,12200000.0,memphis-grizzlies,3155526,https://www.espn.com/nba/player/_/id/3155526/dillon-brooks,Career,272.0,28.2,42.1,34.8,79.9,3.0,2.0,0.3,1.0,3.3,1.6,14.5
Kennedy Chandler,Kennedy Chandler,G,19,72.0,171.0,Tennessee,0.0,memphis-grizzlies,4432646,https://www.espn.com/nba/player/_/id/4432646/kennedy-chandler,,,,,,,,,,,,,
Brandon Clarke,Brandon Clarke,PF,25,80.0,215.0,Gonzaga,2726880.0,memphis-grizzlies,3906665,https://www.espn.com/nba/player/_/id/3906665/brandon-clarke,Career,181.0,21.9,59.1,29.4,69.9,5.6,1.4,0.9,0.7,1.7,0.7,10.9
Jarrett Culver,Jarrett Culver,G,23,78.0,195.0,Texas Tech,6395160.0,memphis-grizzlies,4277928,https://www.espn.com/nba/player/_/id/4277928/jarrett-culver,Career,134.0,17.5,40.1,28.3,49.7,2.7,1.2,0.4,0.7,1.7,1.0,6.6
Danny Green,Danny Green,SF,35,78.0,215.0,North Carolina,10000000.0,memphis-grizzlies,3988,https://www.espn.com/nba/player/_/id/3988/danny-green,Career,819.0,25.3,42.1,39.9,80.4,3.4,1.6,0.8,1.0,1.8,1.0,8.7
Jaren Jackson Jr.,Jaren Jackson Jr.,PF,22,83.0,242.0,Michigan State,9180560.0,memphis-grizzlies,4277961,https://www.espn.com/nba/player/_/id/4277961/jaren-jackson-jr,Career,204.0,27.1,45.3,35.1,79.1,5.1,1.2,1.8,0.9,3.8,1.7,15.8
Tyus Jones,Tyus Jones,PG,26,72.0,196.0,Duke,8376286.0,memphis-grizzlies,3135046,https://www.espn.com/nba/player/_/id/3135046/tyus-jones,Career,455.0,18.4,43.5,35.2,81.8,1.8,3.7,0.1,1.0,0.8,0.7,6.2
John Konchar,John Konchar,SG,26,77.0,210.0,--,2200000.0,memphis-grizzlies,3134932,https://www.espn.com/nba/player/_/id/3134932/john-konchar,Career,134.0,15.3,52.2,40.6,65.4,3.8,1.3,0.3,0.6,1.0,0.4,4.4
Jake LaRavia,Jake LaRavia,F,20,80.0,235.0,Wake Forest,0.0,memphis-grizzlies,4592691,https://www.espn.com/nba/player/_/id/4592691/jake-laravia,,,,,,,,,,,,,
Ja Morant,Ja Morant,PG,23,75.0,174.0,Murray State,9603360.0,memphis-grizzlies,4279888,https://www.espn.com/nba/player/_/id/4279888/ja-morant,Career,187.0,32.2,47.4,32.7,75.4,4.5,7.1,0.3,1.0,1.5,3.3,21.2
Yves Pons,Yves Pons,SG,23,77.0,206.0,Tennessee,0.0,memphis-grizzlies,4278116,https://www.espn.com/nba/player/_/id/4278116/yves-pons,Career,12.0,5.9,31.3,33.3,0.0,1.0,0.1,0.3,0.1,0.5,0.1,1.1
David Roddy,David Roddy,G,21,77.0,252.0,Colorado State,0.0,memphis-grizzlies,4593041,https://www.espn.com/nba/player/_/id/4593041/david-roddy,,,,,,,,,,,,,
Killian Tillie,Killian Tillie,SF,24,81.0,220.0,Gonzaga,1901625.0,memphis-grizzlies,4066651,https://www.espn.com/nba/player/_/id/4066651/killian-tillie,Career,54.0,11.9,33.7,31.1,73.7,1.6,0.6,0.4,0.5,1.4,0.3,3.2
Xavier Tillman,Xavier Tillman,C,23,80.0,245.0,Michigan State,1517981.0,memphis-grizzlies,4277964,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman,Career,112.0,15.9,51.5,28.1,64.5,3.7,1.2,0.4,0.8,1.6,0.7,5.7
Ziaire Williams,Ziaire Williams,SG,20,81.0,185.0,Stanford,4373040.0,memphis-grizzlies,4433137,https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,Career,62.0,21.7,45.0,31.4,78.2,2.1,1.0,0.2,0.6,1.8,0.7,8.1
Vince Williams Jr.,Vince Williams Jr.,F,21,78.0,205.0,Virginia Commonwealth,0.0,memphis-grizzlies,4397227,https://www.espn.com/nba/player/_/id/4397227/vince-williams-jr,,,,,,,,,,,,,
Jose Alvarado,Jose Alvarado,PG,24,72.0,179.0,Georgia Tech,150000.0,new-orleans-pelicans,4277869,https://www.espn.com/nba/player/_/id/4277869/jose-alvarado,Career,54.0,15.4,44.6,29.1,67.9,1.9,2.8,0.1,1.3,1.4,0.7,6.1
Gary Clark,Gary Clark,F,27,78.0,225.0,Cincinnati,0.0,new-orleans-pelicans,3132042,https://www.espn.com/nba/player/_/id/3132042/gary-clark,Career,170.0,13.2,35.1,32.6,83.8,2.5,0.5,0.4,0.3,0.9,0.3,3.1
Dyson Daniels,Dyson Daniels,G,19,78.0,199.0,--,0.0,new-orleans-pelicans,4869342,https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,,,,,,,,,,,,,
Devonte' Graham,Devonte' Graham,PG,27,73.0,195.0,Kansas,11000000.0,new-orleans-pelicans,3133601,https://www.espn.com/nba/player/_/id/3133601/devonte-graham,Career,240.0,28.0,37.2,35.7,82.7,2.5,5.0,0.1,0.9,1.4,1.7,12.8
Jared Harper,Jared Harper,G,24,72.0,175.0,Auburn,0.0,new-orleans-pelicans,4066248,https://www.espn.com/nba/player/_/id/4066248/jared-harper,Career,16.0,4.2,44.1,33.3,87.5,0.3,0.9,0.1,0.3,0.4,0.3,2.6
Jaxson Hayes,Jaxson Hayes,C,22,83.0,220.0,Texas,5348280.0,new-orleans-pelicans,4397077,https://www.espn.com/nba/player/_/id/4397077/jaxson-hayes,Career,194.0,17.7,63.4,36.0,72.3,4.3,0.7,0.8,0.4,2.1,0.8,8.1
Willy Hernangomez,Willy Hernangomez,C,28,83.0,250.0,--,2327220.0,new-orleans-pelicans,2999409,https://www.espn.com/nba/player/_/id/2999409/willy-hernangomez,Career,306.0,15.3,53.4,30.9,70.2,5.9,1.1,0.4,0.4,1.7,1.0,7.4
Brandon Ingram,Brandon Ingram,SF,24,80.0,190.0,Duke,29467800.0,new-orleans-pelicans,3913176,https://www.espn.com/nba/player/_/id/3913176/brandon-ingram,Career,368.0,32.8,46.1,36.0,76.9,5.2,3.8,0.6,0.7,2.4,2.4,18.5
Herbert Jones,Herbert Jones,SF,23,79.0,206.0,Alabama,1700000.0,new-orleans-pelicans,4277813,https://www.espn.com/nba/player/_/id/4277813/herbert-jones,Career,78.0,29.9,47.6,33.7,84.0,3.8,2.1,0.8,1.7,3.1,1.3,9.5
Kira Lewis Jr.,Kira Lewis Jr.,PG,21,73.0,170.0,Alabama,3822240.0,new-orleans-pelicans,4395698,https://www.espn.com/nba/player/_/id/4395698/kira-lewis-jr,Career,78.0,16.0,39.1,29.8,84.1,1.4,2.2,0.1,0.6,1.3,0.8,6.2
E.J. Liddell,E.J. Liddell,F,21,79.0,240.0,Ohio State,0.0,new-orleans-pelicans,4432821,https://www.espn.com/nba/player/_/id/4432821/ej-liddell,,,,,,,,,,,,,
Naji Marshall,Naji Marshall,SF,24,79.0,220.0,Xavier,1517981.0,new-orleans-pelicans,4278594,https://www.espn.com/nba/player/_/id/4278594/naji-marshall,Career,87.0,16.5,40.0,26.6,75.6,3.3,1.7,0.2,0.7,1.5,1.0,6.4
Karlo Matkovic,Karlo Matkovic,F,21,82.0,231.0,--,0.0,new-orleans-pelicans,4997538,https://www.espn.com/nba/player/_/id/4997538/karlo-matkovic,,,,,,,,,,,,,
CJ McCollum,CJ McCollum,SG,30,75.0,190.0,Lehigh,30864198.0,new-orleans-pelicans,2490149,https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,Career,590.0,31.6,45.5,39.6,81.0,3.5,3.5,0.4,0.9,2.1,1.7,19.2
Trey Murphy III,Trey Murphy III,SG,22,80.0,206.0,Virginia,3053760.0,new-orleans-pelicans,4397688,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii,Career,62.0,13.9,39.3,38.2,88.2,2.4,0.6,0.1,0.4,1.0,0.3,5.4
Larry Nance Jr.,Larry Nance Jr.,PF,29,79.0,245.0,Wyoming,10690909.0,new-orleans-pelicans,2580365,https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr,Career,396.0,24.1,52.9,33.3,68.9,6.5,1.9,0.5,1.2,2.2,1.0,8.1
Tony Snell,Tony Snell,SF,30,78.0,213.0,New Mexico,1669178.0,new-orleans-pelicans,2528353,https://www.espn.com/nba/player/_/id/2528353/tony-snell,Career,601.0,21.8,43.1,39.4,84.6,2.3,1.1,0.2,0.4,1.4,0.5,6.1
Garrett Temple,Garrett Temple,SF,36,77.0,195.0,LSU,4910000.0,new-orleans-pelicans,4023,https://www.espn.com/nba/player/_/id/4023/garrett-temple,Career,691.0,21.4,40.2,34.4,74.0,2.3,1.7,0.3,0.8,1.9,0.9,6.4
Jonas Valanciunas,Jonas Valanciunas,C,30,83.0,265.0,--,14000000.0,new-orleans-pelicans,6477,https://www.espn.com/nba/player/_/id/6477/jonas-valanciunas,Career,695.0,26.1,56.3,35.9,78.5,9.5,1.2,1.0,0.4,2.9,1.6,13.4
Zion Williamson,Zion Williamson,PF,22,78.0,284.0,Duke,10733400.0,new-orleans-pelicans,4395628,https://www.espn.com/nba/player/_/id/4395628/zion-williamson,Career,85.0,31.7,60.4,33.3,68.3,7.0,3.2,0.6,0.9,2.1,2.7,25.7
Dominick Barlow,Dominick Barlow,F,19,82.0,220.0,--,0.0,san-antonio-spurs,4870562,https://www.espn.com/nba/player/_/id/4870562/dominick-barlow,,,,,,,,,,,,,
Keita Bates-Diop,Keita Bates-Diop,SF,26,80.0,229.0,Ohio State,1729217.0,san-antonio-spurs,3136779,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop,Career,163.0,15.0,46.2,30.4,71.4,3.0,0.6,0.3,0.5,0.9,0.5,5.2
Malaki Branham,Malaki Branham,G,19,77.0,195.0,Ohio State,0.0,san-antonio-spurs,4565201,https://www.espn.com/nba/player/_/id/4565201/malaki-branham,,,,,,,,,,,,,
Devontae Cacok,Devontae Cacok,PF,25,79.0,240.0,North Carolina-Wilmington,364353.0,san-antonio-spurs,3946974,https://www.espn.com/nba/player/_/id/3946974/devontae-cacok,Career,36.0,6.3,62.1,0.0,50.0,2.2,0.2,0.3,0.4,0.7,0.2,2.5
