,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,PF,21,81.0,230.0,Villanova,2000000.0,oklahoma-city-thunder,4432813,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,Career,49.0,22.2,41.4,35.2,74.1,5.6,1.0,0.3,0.6,1.5,0.8,7.5
Lindy Waters III,Lindy Waters III,F,25,78.0,215.0,Oklahoma State,0.0,oklahoma-city-thunder,4066317,https://www.espn.com/nba/player/_/id/4066317/lindy-waters-iii,Career,25.0,18.6,40.6,36.3,80.0,2.9,1.0,0.3,0.8,1.2,0.4,8.0
Aaron Wiggins,Aaron Wiggins,SG,23,78.0,200.0,Maryland,0.0,oklahoma-city-thunder,4397183,https://www.espn.com/nba/player/_/id/4397183/aaron-wiggins,Career,50.0,24.2,46.3,30.4,72.9,3.6,1.4,0.2,0.6,1.9,1.1,8.3
Jalen Williams,Jalen Williams,F,21,78.0,195.0,Santa Clara,0.0,oklahoma-city-thunder,4593803,https://www.espn.com/nba/player/_/id/4593803/jalen-williams,,,,,,,,,,,,,
Jaylin Williams,Jaylin Williams,F,20,82.0,240.0,Arkansas,0.0,oklahoma-city-thunder,4432823,https://www.espn.com/nba/player/_/id/4432823/jaylin-williams,,,,,,,,,,,,,
Kenrich Williams,Kenrich Williams,SF,27,78.0,210.0,TCU,2000000.0,oklahoma-city-thunder,3133626,https://www.espn.com/nba/player/_/id/3133626/kenrich-williams,Career,200.0,22.0,45.3,34.6,54.0,4.5,2.0,0.3,0.9,2.0,0.9,6.5
Keljin Blevins,Keljin Blevins,SF,26,76.0,200.0,Montana State,0.0,portland-trail-blazers,3152335,https://www.espn.com/nba/player/_/id/3152335/keljin-blevins,Career,48.0,8.8,29.8,28.7,54.5,1.1,0.5,0.0,0.3,0.8,0.5,2.2
Greg Brown III,Greg Brown III,PF,20,79.0,206.0,Texas,925258.0,portland-trail-blazers,4432161,https://www.espn.com/nba/player/_/id/4432161/greg-brown-iii,Career,48.0,13.3,42.6,31.1,67.7,2.8,0.7,0.5,0.5,1.9,0.8,4.7
Kris Dunn,Kris Dunn,PG,28,75.0,205.0,Providence,5005350.0,portland-trail-blazers,2991139,https://www.espn.com/nba/player/_/id/2991139/kris-dunn,Career,245.0,24.1,42.0,29.9,73.9,3.3,4.2,0.4,1.5,3.0,1.8,8.1
CJ Elleby,CJ Elleby,SG,22,78.0,200.0,Washington State,1517981.0,portland-trail-blazers,4397166,https://www.espn.com/nba/player/_/id/4397166/cj-elleby,Career,88.0,15.5,39.0,27.5,71.7,2.9,1.1,0.3,0.5,1.6,0.7,4.6
Drew Eubanks,Drew Eubanks,PF,25,81.0,245.0,Oregon State,1762796.0,portland-trail-blazers,3914285,https://www.espn.com/nba/player/_/id/3914285/drew-eubanks,Career,170.0,14.0,59.0,30.8,75.3,4.4,0.9,0.7,0.3,1.5,0.9,5.9
Jerami Grant,Jerami Grant,SF,28,80.0,210.0,Syracuse,20002500.0,portland-trail-blazers,2991070,https://www.espn.com/nba/player/_/id/2991070/jerami-grant,Career,555.0,26.0,45.2,34.9,72.3,3.9,1.3,1.1,0.6,2.3,1.1,11.4
Josh Hart,Josh Hart,SG,27,77.0,215.0,Villanova,12000000.0,portland-trail-blazers,3062679,https://www.espn.com/nba/player/_/id/3062679/josh-hart,Career,296.0,27.3,45.0,34.7,73.9,5.7,2.1,0.4,0.9,2.3,1.2,9.9
Elijah Hughes,Elijah Hughes,F,24,77.0,215.0,Syracuse,1517981.0,portland-trail-blazers,4066446,https://www.espn.com/nba/player/_/id/4066446/elijah-hughes,Career,54.0,9.2,32.8,28.0,76.9,1.2,0.5,0.2,0.3,0.7,0.4,2.9
Joe Ingles,Joe Ingles,SG,34,80.0,220.0,--,13036364.0,portland-trail-blazers,2968436,https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Career,590.0,25.7,44.9,40.8,76.8,3.2,3.8,0.2,0.9,1.9,1.6,8.6
Keon Johnson,Keon Johnson,SG,20,76.0,185.0,Tennessee,2553120.0,portland-trail-blazers,4432192,https://www.espn.com/nba/player/_/id/4432192/keon-johnson,Career,37.0,18.8,35.3,34.0,80.4,2.2,2.1,0.3,0.8,1.9,1.2,7.2
Ismael Kamagate,Ismael Kamagate,C,21,83.0,227.0,--,0.0,portland-trail-blazers,4997529,https://www.espn.com/nba/player/_/id/4997529/ismael-kamagate,,,,,,,,,,,,,
Damian Lillard,Damian Lillard,PG,32,74.0,195.0,Weber State,39344900.0,portland-trail-blazers,6606,https://www.espn.com/nba/player/_/id/6606/damian-lillard,Career,711.0,36.3,43.7,37.3,89.3,4.2,6.6,0.3,1.0,1.9,2.8,24.6
Nassir Little,Nassir Little,SF,22,77.0,220.0,North Carolina,2316240.0,portland-trail-blazers,4395652,https://www.espn.com/nba/player/_/id/4395652/nassir-little,Career,138.0,16.7,45.5,31.7,72.7,3.4,0.7,0.5,0.3,1.5,0.5,5.8
Didi Louzada,Didi Louzada,SF,23,77.0,188.0,--,1786878.0,portland-trail-blazers,4423885,https://www.espn.com/nba/player/_/id/4423885/didi-louzada,Career,12.0,15.4,32.6,35.5,100.0,1.7,0.7,0.2,0.3,1.5,0.7,3.6
Ben McLemore,Ben McLemore,SG,29,75.0,195.0,Kansas,1669178.0,portland-trail-blazers,2578213,https://www.espn.com/nba/player/_/id/2578213/ben-mclemore,Career,556.0,22.5,41.4,36.3,78.0,2.3,1.0,0.2,0.6,2.1,1.1,9.0
Jusuf Nurkic,Jusuf Nurkic,C,27,83.0,290.0,--,12000000.0,portland-trail-blazers,3102530,https://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,Career,411.0,23.9,50.0,23.2,67.2,8.5,2.2,1.2,0.9,3.1,2.1,12.2
Gary Payton II,Gary Payton II,SG,29,75.0,195.0,Oregon State,1669178.0,portland-trail-blazers,3134903,https://www.espn.com/nba/player/_/id/3134903/gary-payton-ii,Career,142.0,14.5,54.2,32.0,57.1,2.8,1.1,0.3,1.0,1.6,0.6,5.2
Norvel Pelle,Norvel Pelle,PF,29,82.0,231.0,St. John's,0.0,portland-trail-blazers,2608892,https://www.espn.com/nba/player/_/id/2608892/norvel-pelle,Career,40.0,8.4,52.9,0.0,55.0,2.4,0.3,1.0,0.1,1.8,0.6,2.1
Reggie Perry,Reggie Perry,F,22,80.0,250.0,Mississippi State,0.0,portland-trail-blazers,4396959,https://www.espn.com/nba/player/_/id/4396959/reggie-perry,Career,36.0,11.1,45.9,18.9,67.9,3.3,0.7,0.3,0.4,2.0,0.7,4.7
Shaedon Sharpe,Shaedon Sharpe,G,19,78.0,200.0,Kentucky,0.0,portland-trail-blazers,4914336,https://www.espn.com/nba/player/_/id/4914336/shaedon-sharpe,,,,,,,,,,,,,
Anfernee Simons,Anfernee Simons,SG,23,75.0,181.0,--,3938818.0,portland-trail-blazers,4351851,https://www.espn.com/nba/player/_/id/4351851/anfernee-simons,Career,211.0,20.7,42.5,39.2,83.3,2.2,2.0,0.1,0.4,1.7,1.1,10.2
Jabari Walker,Jabari Walker,F,20,81.0,215.0,Colorado,0.0,portland-trail-blazers,4432446,https://www.espn.com/nba/player/_/id/4432446/jabari-walker,,,,,,,,,,,,,
Trendon Watford,Trendon Watford,PF,21,80.0,237.0,LSU,436482.0,portland-trail-blazers,4431675,https://www.espn.com/nba/player/_/id/4431675/trendon-watford,Career,48.0,18.1,53.2,23.7,75.5,4.1,1.7,0.6,0.5,2.4,0.9,7.6
Brandon Williams,Brandon Williams,PG,22,74.0,190.0,Arizona,0.0,portland-trail-blazers,4397040,https://www.espn.com/nba/player/_/id/4397040/brandon-williams,Career,24.0,26.7,37.2,29.2,70.1,3.1,3.9,0.4,1.0,2.2,2.4,12.9
Justise Winslow,Justise Winslow,PF,26,78.0,222.0,Duke,3902439.0,portland-trail-blazers,3135047,https://www.espn.com/nba/player/_/id/3135047/justise-winslow,Career,315.0,25.8,41.3,31.5,63.4,5.1,2.5,0.4,0.9,2.2,1.5,8.4
Cody Zeller,Cody Zeller,C,29,83.0,240.0,Indiana,0.0,portland-trail-blazers,2579258,https://www.espn.com/nba/player/_/id/2579258/cody-zeller,Career,494.0,22.2,52.0,22.1,73.1,6.0,1.4,0.6,0.6,2.6,1.1,8.5
Nickeil Alexander-Walker,Nickeil Alexander-Walker,SG,23,77.0,205.0,Virginia Tech,3261480.0,utah-jazz,4278039,https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,Career,158.0,19.4,38.7,32.9,72.6,2.6,2.2,0.3,0.7,1.6,1.4,9.3
Udoka Azubuike,Udoka Azubuike,C,22,84.0,270.0,Kansas,2075880.0,utah-jazz,4066299,https://www.espn.com/nba/player/_/id/4066299/udoka-azubuike,Career,32.0,7.9,70.7,0.0,66.7,2.6,0.0,0.5,0.1,1.1,0.5,3.0
Malik Beasley,Malik Beasley,SG,25,76.0,187.0,Florida State,14491964.0,utah-jazz,3907822,https://www.espn.com/nba/player/_/id/3907822/malik-beasley,Career,336.0,20.9,43.0,38.6,81.6,2.5,1.2,0.1,0.6,1.2,0.7,10.4
Patrick Beverley,Patrick Beverley,PG,34,73.0,180.0,Arkansas,14320988.0,utah-jazz,3964,https://www.espn.com/nba/player/_/id/3964/patrick-beverley,Career,526.0,27.4,41.4,37.8,75.6,4.3,3.5,0.5,1.1,3.1,1.3,8.8
Bojan Bogdanovic,Bojan Bogdanovic,SF,33,79.0,226.0,--,18700000.0,utah-jazz,3593,https://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,Career,603.0,29.1,45.7,39.2,86.1,3.6,1.6,0.1,0.6,1.6,1.6,15.0
Leandro Bolmaro,Leandro Bolmaro,SG,21,78.0,200.0,--,2353320.0,utah-jazz,4683025,https://www.espn.com/nba/player/_/id/4683025/leandro-bolmaro,Career,35.0,6.9,31.5,27.8,84.6,1.2,0.6,0.0,0.2,0.7,0.4,1.4
Jared Butler,Jared Butler,SG,21,75.0,193.0,Baylor,925258.0,utah-jazz,4395695,https://www.espn.com/nba/player/_/id/4395695/jared-butler,Career,42.0,8.6,40.4,31.8,68.8,1.1,1.5,0.2,0.4,1.1,0.8,3.8
Jordan Clarkson,Jordan Clarkson,PG,30,76.0,194.0,Missouri,12420000.0,utah-jazz,2528426,https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,Career,600.0,27.0,43.9,33.8,82.7,3.3,2.5,0.1,0.9,1.7,1.7,15.4
Mike Conley,Mike Conley,PG,34,73.0,175.0,Ohio State,21000000.0,utah-jazz,3195,https://www.espn.com/nba/player/_/id/3195/mike-conley,Career,958.0,32.0,43.9,38.2,82.0,3.0,5.6,0.2,1.4,2.0,2.0,14.8
Simone Fontecchio,Simone Fontecchio,F,26,79.0,200.0,--,0.0,utah-jazz,3899664,https://www.espn.com/nba/player/_/id/3899664/simone-fontecchio,,,,,,,,,,,,,
Rudy Gay,Rudy Gay,SF,35,80.0,250.0,Connecticut,5890000.0,utah-jazz,3005,https://www.espn.com/nba/player/_/id/3005/rudy-gay,Career,1064.0,31.7,45.3,35.0,79.9,5.8,2.1,0.7,1.1,2.3,2.1,16.3
Johnny Juzang,Johnny Juzang,G,21,79.0,215.0,UCLA,0.0,utah-jazz,4432817,https://www.espn.com/nba/player/_/id/4432817/johnny-juzang,,,,,,,,,,,,,
Walker Kessler,Walker Kessler,C,0,85.0,245.0,Auburn,0.0,utah-jazz,4433136,https://www.espn.com/nba/player/_/id/4433136/walker-kessler,,,,,,,,,,,,,
Donovan Mitchell,Donovan Mitchell,SG,25,73.0,215.0,Louisville,28103500.0,utah-jazz,3908809,https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,Career,345.0,33.7,44.1,36.1,83.3,4.2,4.5,0.3,1.3,2.5,2.8,23.9
Xavier Sneed,Xavier Sneed,F,24,77.0,215.0,Bradley,8558.0,utah-jazz,4066303,https://www.espn.com/nba/player/_/id/4066303/xavier-sneed,Career,9.0,4.3,20.0,12.5,0.0,0.7,0.1,0.0,0.0,0.2,0.0,0.6
Jarred Vanderbilt,Jarred Vanderbilt,PF,23,81.0,214.0,Kentucky,4050000.0,utah-jazz,4278077,https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,Career,166.0,18.9,59.1,14.3,61.6,6.2,1.1,0.6,1.0,1.9,0.8,5.4
Hassan Whiteside,Hassan Whiteside,C,33,84.0,265.0,Marshall,1669178.0,utah-jazz,4262,https://www.espn.com/nba/player/_/id/4262/hassan-whiteside,Career,511.0,24.7,58.6,30.8,60.5,10.8,0.6,2.2,0.5,2.6,1.5,12.6
Patrick Baldwin Jr.,Patrick Baldwin Jr.,F,19,81.0,220.0,Milwaukee,0.0,golden-state-warriors,4433246,https://www.espn.com/nba/player/_/id/4433246/patrick-baldwin-jr,,,,,,,,,,,,,
Nemanja Bjelica,Nemanja Bjelica,PF,34,81.0,234.0,--,1669178.0,golden-state-warriors,4269,https://www.espn.com/nba/player/_/id/4269/nemanja-bjelica,Career,449.0,20.4,46.6,38.4,75.9,4.6,1.8,0.4,0.6,2.4,1.0,7.6
Chris Chiozza,Chris Chiozza,G,26,71.0,175.0,Florida,0.0,golden-state-warriors,3137795,https://www.espn.com/nba/player/_/id/3137795/chris-chiozza,Career,91.0,11.4,35.3,34.3,80.0,1.3,2.4,0.1,0.5,1.0,0.9,3.3
Stephen Curry,Stephen Curry,PG,34,74.0,185.0,Davidson,45780966.0,golden-state-warriors,3975,https://www.espn.com/nba/player/_/id/3975/stephen-curry,Career,826.0,34.3,47.3,42.8,90.8,4.6,6.5,0.2,1.7,2.4,3.1,24.3
Donte DiVincenzo,Donte DiVincenzo,SG,25,76.0,203.0,Villanova,4675830.0,golden-state-warriors,3934673,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,Career,201.0,23.6,41.5,34.7,76.6,4.6,2.5,0.2,1.1,1.7,1.4,9.0
Draymond Green,Draymond Green,PF,32,78.0,230.0,Michigan State,24026712.0,golden-state-warriors,6589,https://www.espn.com/nba/player/_/id/6589/draymond-green,Career,685.0,28.5,44.1,31.5,71.2,6.9,5.4,1.0,1.4,2.8,2.2,8.7
JaMychal Green,JaMychal Green,F,32,80.0,227.0,Alabama,8200000.0,golden-state-warriors,2327577,https://www.espn.com/nba/player/_/id/2327577/jamychal-green,Career,487.0,20.8,47.2,36.7,78.5,5.7,0.9,0.4,0.6,2.6,1.1,7.9
Andre Iguodala,Andre Iguodala,F,38,78.0,215.0,Arizona,1669178.0,golden-state-warriors,2386,https://www.espn.com/nba/player/_/id/2386/andre-iguodala,Career,1223.0,32.2,46.3,33.0,70.9,4.9,4.2,0.5,1.4,1.8,1.8,11.4
Jonathan Kuminga,Jonathan Kuminga,PF,19,80.0,210.0,--,5466360.0,golden-state-warriors,4433247,https://www.espn.com/nba/player/_/id/4433247/jonathan-kuminga,Career,70.0,16.9,51.3,33.6,68.4,3.3,0.9,0.3,0.4,2.1,1.1,9.3
Kevon Looney,Kevon Looney,C,26,81.0,222.0,UCLA,5178572.0,golden-state-warriors,3155535,https://www.espn.com/nba/player/_/id/3155535/kevon-looney,Career,367.0,16.4,56.7,17.2,60.6,4.8,1.4,0.6,0.5,2.1,0.6,4.7
Mac McClung,Mac McClung,SG,23,74.0,185.0,Texas Tech,0.0,golden-state-warriors,4397071,https://www.espn.com/nba/player/_/id/4397071/mac-mcclung,Career,2.0,12.5,50.0,33.3,100.0,1.5,0.5,0.5,0.5,2.5,1.5,4.0
Moses Moody,Moses Moody,SG,20,78.0,205.0,Arkansas,3562200.0,golden-state-warriors,4432171,https://www.espn.com/nba/player/_/id/4432171/moses-moody,Career,52.0,11.7,43.7,36.4,77.8,1.5,0.4,0.2,0.1,0.8,0.3,4.4
Jordan Poole,Jordan Poole,SG,23,76.0,194.0,Michigan,2161440.0,golden-state-warriors,4277956,https://www.espn.com/nba/player/_/id/4277956/jordan-poole,Career,184.0,24.7,41.6,34.1,88.5,2.6,2.9,0.2,0.7,2.1,1.7,13.7
Ryan Rollins,Ryan Rollins,G,20,76.0,180.0,Toledo,0.0,golden-state-warriors,4591725,https://www.espn.com/nba/player/_/id/4591725/ryan-rollins,,,,,,,,,,,,,
Gui Santos,Gui Santos,F,20,80.0,209.0,--,0.0,golden-state-warriors,4997536,https://www.espn.com/nba/player/_/id/4997536/gui-santos,,,,,,,,,,,,,
Klay Thompson,Klay Thompson,SG,32,78.0,220.0,Washington State,37980720.0,golden-state-warriors,6475,https://www.espn.com/nba/player/_/id/6475/klay-thompson,Career,647.0,32.9,45.8,41.7,84.9,3.5,2.3,0.5,0.9,2.1,1.7,19.5
Quinndary Weatherspoon,Quinndary Weatherspoon,SG,25,75.0,207.0,Mississippi State,0.0,golden-state-warriors,3907358,https://www.espn.com/nba/player/_/id/3907358/quinndary-weatherspoon,Career,42.0,6.5,45.2,18.8,82.6,0.8,0.6,0.1,0.3,1.0,0.4,2.1
Andrew Wiggins,Andrew Wiggins,SF,27,79.0,197.0,Kansas,31579390.0,golden-state-warriors,3059319,https://www.espn.com/nba/player/_/id/3059319/andrew-wiggins,Career,598.0,35.0,44.8,35.0,72.3,4.4,2.3,0.7,1.0,2.2,2.0,19.3
James Wiseman,James Wiseman,C,21,84.0,258.0,Memphis,9166800.0,golden-state-warriors,4432808,https://www.espn.com/nba/player/_/id/4432808/james-wiseman,Career,39.0,21.4,51.9,31.6,62.8,5.8,0.7,0.9,0.3,3.1,1.5,11.5
Nicolas Batum,Nicolas Batum,PF,33,80.0,230.0,--,3170029.0,la-clippers,3416,https://www.espn.com/nba/player/_/id/3416/nicolas-batum,Career,915.0,30.6,43.7,36.3,83.7,5.1,3.5,0.6,1.0,1.7,1.7,11.1
Brandon Boston Jr.,Brandon Boston Jr.,SG,20,78.0,188.0,Kentucky,925258.0,la-clippers,4432162,https://www.espn.com/nba/player/_/id/4432162/brandon-boston-jr,Career,51.0,14.9,38.5,30.6,81.9,2.2,1.0,0.3,0.5,0.8,0.6,6.7
Amir Coffey,Amir Coffey,SG,25,79.0,210.0,Minnesota,153488.0,la-clippers,4066387,https://www.espn.com/nba/player/_/id/4066387/amir-coffey,Career,131.0,16.2,44.8,38.0,80.7,2.0,1.2,0.1,0.4,1.0,0.5,6.2
Robert Covington,Robert Covington,PF,31,79.0,209.0,Tennessee State,12975471.0,la-clippers,2490620,https://www.espn.com/nba/player/_/id/2490620/robert-covington,Career,537.0,29.9,40.6,36.0,81.3,5.8,1.5,1.0,1.6,3.0,1.5,11.6
Moussa Diabate,Moussa Diabate,F,20,83.0,210.0,Michigan,0.0,la-clippers,4433249,https://www.espn.com/nba/player/_/id/4433249/moussa-diabate,,,,,,,,,,,,,
Paul George,Paul George,SG,32,80.0,220.0,Fresno State,39344900.0,la-clippers,4251,https://www.espn.com/nba/player/_/id/4251/paul-george,Career,737.0,33.6,43.5,38.2,84.8,6.4,3.6,0.4,1.7,2.7,2.7,20.4
Rodney Hood,Rodney Hood,SG,29,80.0,208.0,Duke,1669178.0,la-clippers,2581177,https://www.espn.com/nba/player/_/id/2581177/rodney-hood,Career,448.0,24.5,42.0,36.6,84.1,2.6,1.6,0.2,0.7,1.9,1.0,10.4
Reggie Jackson,Reggie Jackson,PG,32,74.0,208.0,Boston College,10384500.0,la-clippers,6443,https://www.espn.com/nba/player/_/id/6443/reggie-jackson,Career,703.0,25.6,42.4,34.5,85.4,3.0,4.3,0.1,0.7,2.0,1.9,13.1
Luke Kennard,Luke Kennard,SG,26,77.0,206.0,Duke,13347727.0,la-clippers,3913174,https://www.espn.com/nba/player/_/id/3913174/luke-kennard,Career,297.0,23.5,44.9,42.5,86.9,2.9,2.0,0.1,0.5,1.5,0.9,10.0
Kawhi Leonard,Kawhi Leonard,SF,31,79.0,225.0,San Diego State,39344900.0,la-clippers,6450,https://www.espn.com/nba/player/_/id/6450/kawhi-leonard,Career,576.0,31.3,49.3,38.4,85.8,6.4,2.9,0.6,1.8,1.7,1.6,19.2
Terance Mann,Terance Mann,SG,25,77.0,215.0,Florida State,1782621.0,la-clippers,3907823,https://www.espn.com/nba/player/_/id/3907823/terance-mann,Career,189.0,20.9,49.1,37.9,78.6,3.8,1.9,0.2,0.5,1.9,0.8,7.6
Xavier Moon,Xavier Moon,PG,27,74.0,165.0,Morehead State,0.0,la-clippers,3914075,https://www.espn.com/nba/player/_/id/3914075/xavier-moon,Career,10.0,13.7,49.0,35.7,60.0,1.4,2.4,0.3,0.7,0.9,0.6,5.8
Marcus Morris Sr.,Marcus Morris Sr.,SF,32,80.0,218.0,Kansas,15627907.0,la-clippers,6462,https://www.espn.com/nba/player/_/id/6462/marcus-morris-sr,Career,718.0,27.1,43.5,37.7,77.3,4.6,1.5,0.3,0.7,2.2,1.2,12.4
Norman Powell,Norman Powell,SF,29,75.0,215.0,UCLA,15517241.0,la-clippers,2595516,https://www.espn.com/nba/player/_/id/2595516/norman-powell,Career,421.0,22.4,46.3,38.4,83.1,2.6,1.5,0.3,0.8,1.8,1.2,11.3
Jason Preston,Jason Preston,PG,23,75.0,181.0,Ohio,1062303.0,la-clippers,4397916,https://www.espn.com/nba/player/_/id/4397916/jason-preston,,,,,,,,,,,,,
John Wall,John Wall,PG,31,75.0,210.0,Kentucky,44310840.0,la-clippers,4237,https://www.espn.com/nba/player/_/id/4237/john-wall,Career,613.0,35.6,43.1,32.3,77.9,4.3,9.1,0.7,1.7,2.2,3.8,19.1
Ivica Zubac,Ivica Zubac,C,25,84.0,240.0,--,7518518.0,la-clippers,4017837,https://www.espn.com/nba/player/_/id/4017837/ivica-zubac,Career,360.0,19.0,59.7,10.0,75.4,6.5,1.1,0.8,0.3,2.2,1.1,8.3
Carmelo Anthony,Carmelo Anthony,PF,38,79.0,238.0,Syracuse,1669178.0,los-angeles-lakers,1975,https://www.espn.com/nba/player/_/id/1975/carmelo-anthony,Career,1260.0,34.5,44.7,35.5,81.4,6.2,2.7,0.5,1.0,2.8,2.4,22.5
D.J. Augustin,D.J. Augustin,G,34,71.0,183.0,Texas,393312.0,los-angeles-lakers,3415,https://www.espn.com/nba/player/_/id/3415/dj-augustin,Career,976.0,23.4,41.2,38.1,86.7,1.8,3.9,0.0,0.6,1.4,1.5,9.5
Kent Bazemore,Kent Bazemore,SF,33,76.0,195.0,Old Dominion,1669178.0,los-angeles-lakers,6637,https://www.espn.com/nba/player/_/id/6637/kent-bazemore,Career,657.0,20.6,41.3,35.6,72.4,3.2,1.8,0.5,1.0,2.0,1.4,8.2
Avery Bradley,Avery Bradley,PG,31,75.0,180.0,Texas,1669178.0,los-angeles-lakers,4240,https://www.espn.com/nba/player/_/id/4240/avery-bradley,Career,660.0,27.5,43.4,36.5,78.3,2.8,1.7,0.2,1.0,2.2,1.3,11.0
Troy Brown Jr.,Troy Brown Jr.,SF,23,78.0,215.0,Oregon,5170564.0,los-angeles-lakers,4278508,https://www.espn.com/nba/player/_/id/4278508/troy-brown-jr,Career,221.0,18.5,42.9,33.7,75.5,3.8,1.6,0.1,0.7,1.4,0.7,6.4
Thomas Bryant,Thomas Bryant,C,25,82.0,248.0,Indiana,8666667.0,los-angeles-lakers,3934723,https://www.espn.com/nba/player/_/id/3934723/thomas-bryant,Career,170.0,20.1,59.0,35.0,76.4,5.7,1.3,0.9,0.4,1.8,0.9,10.2
Max Christie,Max Christie,G,19,78.0,190.0,Michigan State,0.0,los-angeles-lakers,4432582,https://www.espn.com/nba/player/_/id/4432582/max-christie,,,,,,,,,,,,,
Anthony Davis,Anthony Davis,PF,29,82.0,253.0,Kentucky,35361360.0,los-angeles-lakers,6583,https://www.espn.com/nba/player/_/id/6583/anthony-davis,Career,604.0,34.4,51.5,30.3,79.4,10.2,2.3,2.3,1.4,2.3,2.0,23.8
Wayne Ellington,Wayne Ellington,SG,34,76.0,207.0,North Carolina,1669178.0,los-angeles-lakers,3981,https://www.espn.com/nba/player/_/id/3981/wayne-ellington,Career,770.0,20.9,41.0,38.2,84.3,2.1,1.1,0.1,0.5,1.1,0.7,8.0
Wenyen Gabriel,Wenyen Gabriel,F,25,81.0,205.0,Kentucky,0.0,los-angeles-lakers,4066264,https://www.espn.com/nba/player/_/id/4066264/wenyen-gabriel,Career,77.0,10.8,45.4,33.8,63.0,2.6,0.4,0.3,0.3,1.8,0.6,3.6
Talen Horton-Tucker,Talen Horton-Tucker,SG,21,76.0,234.0,Iowa State,9500000.0,los-angeles-lakers,4396991,https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,Career,131.0,22.1,43.7,27.6,78.3,2.8,2.6,0.4,1.0,2.2,1.5,9.3
Dwight Howard,Dwight Howard,C,36,82.0,265.0,--,1669178.0,los-angeles-lakers,2384,https://www.espn.com/nba/player/_/id/2384/dwight-howard,Career,1242.0,31.8,58.7,21.4,56.7,11.8,1.3,1.8,0.9,3.1,2.7,15.7
Jay Huff,Jay Huff,C,23,85.0,240.0,Virginia,0.0,los-angeles-lakers,4065731,https://www.espn.com/nba/player/_/id/4065731/jay-huff,Career,4.0,5.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.3,0.3,0.0
LeBron James,LeBron James,SF,37,81.0,250.0,--,41180544.0,los-angeles-lakers,1966,https://www.espn.com/nba/player/_/id/1966/lebron-james,Career,1366.0,38.2,50.5,34.6,73.4,7.5,7.4,0.8,1.6,1.8,3.5,27.1
Stanley Johnson,Stanley Johnson,PF,26,78.0,242.0,Arizona,888616.0,los-angeles-lakers,3134881,https://www.espn.com/nba/player/_/id/3134881/stanley-johnson,Career,419.0,20.1,38.4,30.0,75.4,3.1,1.5,0.2,0.9,2.0,1.1,6.3
Damian Jones,Damian Jones,C,27,83.0,245.0,Vanderbilt,1977011.0,los-angeles-lakers,3064559,https://www.espn.com/nba/player/_/id/3064559/damian-jones,Career,199.0,15.3,66.5,30.2,70.2,3.4,0.8,0.7,0.4,2.3,0.7,5.6
Mason Jones,Mason Jones,G,24,76.0,200.0,Arkansas,0.0,los-angeles-lakers,4395704,https://www.espn.com/nba/player/_/id/4395704/mason-jones,Career,36.0,10.7,42.8,35.7,65.8,1.8,1.3,0.0,0.3,0.9,0.8,5.4
Kendrick Nunn,Kendrick Nunn,G,27,74.0,190.0,Oakland,5000000.0,los-angeles-lakers,3056247,https://www.espn.com/nba/player/_/id/3056247/kendrick-nunn,Career,123.0,29.4,45.8,36.4,88.1,2.9,3.0,0.2,0.9,2.1,1.6,15.0
Scotty Pippen Jr.,Scotty Pippen Jr.,G,21,75.0,185.0,Vanderbilt,0.0,los-angeles-lakers,4431785,https://www.espn.com/nba/player/_/id/4431785/scotty-pippen-jr,,,,,,,,,,,,,
Austin Reaves,Austin Reaves,SG,24,77.0,197.0,Oklahoma,925258.0,los-angeles-lakers,4066457,https://www.espn.com/nba/player/_/id/4066457/austin-reaves,Career,61.0,23.2,45.9,31.7,83.9,3.2,1.8,0.3,0.5,1.4,0.7,7.3
Cole Swider,Cole Swider,F,23,81.0,220.0,Syracuse,0.0,los-angeles-lakers,4397134,https://www.espn.com/nba/player/_/id/4397134/cole-swider,,,,,,,,,,,,,
Juan Toscano-Anderson,Juan Toscano-Anderson,SF,29,78.0,209.0,Marquette,1701593.0,los-angeles-lakers,4401416,https://www.espn.com/nba/player/_/id/4401416/juan-toscano-anderson,Career,139.0,17.1,52.3,36.1,61.3,3.3,2.2,0.3,0.7,1.8,1.0,4.8
Lonnie Walker IV,Lonnie Walker IV,G,23,76.0,204.0,"$4,447,896",,los-angeles-lakers,4277890,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Career,208.0,20.4,41.4,34.3,77.9,2.4,1.6,0.2,0.5,1.4,0.9,9.4
