,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Ty Jerome,Ty Jerome,SG,25,"6' 5""",195 lbs,Virginia,"$2,412,840",oklahoma-city-thunder,4065733,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Career,112,17.1,39.8,34.4,78.4,1.9,2.4,0.1,0.6,1.5,0.9,7.1
Georgios Kalaitzakis,Georgios Kalaitzakis,SF,23,"6' 7""",192 lbs,--,"$925,258",oklahoma-city-thunder,4683022,https://www.espn.com/nba/player/_/id/4683022/georgios-kalaitzakis,Career,13,16.5,46.3,38.5,46.7,1.6,0.9,0.2,0.8,1.5,1.5,6.6
Vit Krejci,Vit Krejci,G,22,"6' 8""",195 lbs,--,"$925,258",oklahoma-city-thunder,4578893,https://www.espn.com/nba/player/_/id/4578893/vit-krejci,Career,30,23.0,40.7,32.7,86.4,3.4,1.9,0.3,0.6,2.2,1.0,6.2
Theo Maledon,Theo Maledon,PG,21,"6' 4""",175 lbs,--,"$2,000,000",oklahoma-city-thunder,4683027,https://www.espn.com/nba/player/_/id/4683027/theo-maledon,Career,116,23.2,37.1,32.2,76.6,2.9,2.9,0.2,0.8,1.7,1.8,8.8
Tre Mann,Tre Mann,PG,21,"6' 5""",190 lbs,Florida,"$2,901,240",oklahoma-city-thunder,4432819,https://www.espn.com/nba/player/_/id/4432819/tre-mann,Career,60,22.8,39.3,36.0,79.3,2.9,1.5,0.2,0.8,1.7,1.2,10.4
Mike Muscala,Mike Muscala,C,31,"6' 10""",240 lbs,Bucknell,"$3,365,385",oklahoma-city-thunder,2490089,https://www.espn.com/nba/player/_/id/2490089/mike-muscala,Career,432,15.5,45.8,37.7,84.7,3.2,0.9,0.5,0.3,1.5,0.6,6.2
Eugene Omoruyi,Eugene Omoruyi,F,25,"6' 6""",235 lbs,Oregon,--,oklahoma-city-thunder,4066410,https://www.espn.com/nba/player/_/id/4066410/eugene-omoruyi,Career,4,4.5,40.0,50.0,50.0,1.8,0.5,0.0,0.0,0.5,0.0,1.8
Aleksej Pokusevski,Aleksej Pokusevski,C,20,"7' 0""",190 lbs,--,"$3,113,160",oklahoma-city-thunder,4683018,https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski,Career,106,21.9,37.6,28.5,71.7,5.0,2.2,0.8,0.6,1.4,1.8,7.8
Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,PF,21,"6' 9""",230 lbs,Villanova,"$2,000,000",oklahoma-city-thunder,4432813,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,Career,49,22.2,41.4,35.2,74.1,5.6,1.0,0.3,0.6,1.5,0.8,7.5
Lindy Waters III,Lindy Waters III,F,25,"6' 6""",215 lbs,Oklahoma State,--,oklahoma-city-thunder,4066317,https://www.espn.com/nba/player/_/id/4066317/lindy-waters-iii,Career,25,18.6,40.6,36.3,80.0,2.9,1.0,0.3,0.8,1.2,0.4,8.0
Aaron Wiggins,Aaron Wiggins,SG,23,"6' 6""",200 lbs,Maryland,--,oklahoma-city-thunder,4397183,https://www.espn.com/nba/player/_/id/4397183/aaron-wiggins,Career,50,24.2,46.3,30.4,72.9,3.6,1.4,0.2,0.6,1.9,1.1,8.3
Jalen Williams,Jalen Williams,F,21,"6' 6""",195 lbs,Santa Clara,--,oklahoma-city-thunder,4593803,https://www.espn.com/nba/player/_/id/4593803/jalen-williams,,,,,,,,,,,,,
Jaylin Williams,Jaylin Williams,F,20,"6' 10""",240 lbs,Arkansas,--,oklahoma-city-thunder,4432823,https://www.espn.com/nba/player/_/id/4432823/jaylin-williams,,,,,,,,,,,,,
Kenrich Williams,Kenrich Williams,SF,27,"6' 6""",210 lbs,TCU,"$2,000,000",oklahoma-city-thunder,3133626,https://www.espn.com/nba/player/_/id/3133626/kenrich-williams,Career,200,22.0,45.3,34.6,54.0,4.5,2.0,0.3,0.9,2.0,0.9,6.5
Keljin Blevins,Keljin Blevins,SF,26,"6' 4""",200 lbs,Montana State,--,portland-trail-blazers,3152335,https://www.espn.com/nba/player/_/id/3152335/keljin-blevins,Career,48,8.8,29.8,28.7,54.5,1.1,0.5,0.0,0.3,0.8,0.5,2.2
Greg Brown III,Greg Brown III,PF,20,"6' 7""",206 lbs,Texas,"$925,258",portland-trail-blazers,4432161,https://www.espn.com/nba/player/_/id/4432161/greg-brown-iii,Career,48,13.3,42.6,31.1,67.7,2.8,0.7,0.5,0.5,1.9,0.8,4.7
Kris Dunn,Kris Dunn,PG,28,"6' 3""",205 lbs,Providence,"$5,005,350",portland-trail-blazers,2991139,https://www.espn.com/nba/player/_/id/2991139/kris-dunn,Career,245,24.1,42.0,29.9,73.9,3.3,4.2,0.4,1.5,3.0,1.8,8.1
CJ Elleby,CJ Elleby,SG,22,"6' 6""",200 lbs,Washington State,"$1,517,981",portland-trail-blazers,4397166,https://www.espn.com/nba/player/_/id/4397166/cj-elleby,Career,88,15.5,39.0,27.5,71.7,2.9,1.1,0.3,0.5,1.6,0.7,4.6
Drew Eubanks,Drew Eubanks,PF,25,"6' 9""",245 lbs,Oregon State,"$1,762,796",portland-trail-blazers,3914285,https://www.espn.com/nba/player/_/id/3914285/drew-eubanks,Career,170,14.0,59.0,30.8,75.3,4.4,0.9,0.7,0.3,1.5,0.9,5.9
Jerami Grant,Jerami Grant,SF,28,"6' 8""",210 lbs,Syracuse,"$20,002,500",portland-trail-blazers,2991070,https://www.espn.com/nba/player/_/id/2991070/jerami-grant,Career,555,26.0,45.2,34.9,72.3,3.9,1.3,1.1,0.6,2.3,1.1,11.4
Josh Hart,Josh Hart,SG,27,"6' 5""",215 lbs,Villanova,"$12,000,000",portland-trail-blazers,3062679,https://www.espn.com/nba/player/_/id/3062679/josh-hart,Career,296,27.3,45.0,34.7,73.9,5.7,2.1,0.4,0.9,2.3,1.2,9.9
Elijah Hughes,Elijah Hughes,F,24,"6' 5""",215 lbs,Syracuse,"$1,517,981",portland-trail-blazers,4066446,https://www.espn.com/nba/player/_/id/4066446/elijah-hughes,Career,54,9.2,32.8,28.0,76.9,1.2,0.5,0.2,0.3,0.7,0.4,2.9
Joe Ingles,Joe Ingles,SG,34,"6' 8""",220 lbs,--,"$13,036,364",portland-trail-blazers,2968436,https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Career,590,25.7,44.9,40.8,76.8,3.2,3.8,0.2,0.9,1.9,1.6,8.6
Keon Johnson,Keon Johnson,SG,20,"6' 4""",185 lbs,Tennessee,"$2,553,120",portland-trail-blazers,4432192,https://www.espn.com/nba/player/_/id/4432192/keon-johnson,Career,37,18.8,35.3,34.0,80.4,2.2,2.1,0.3,0.8,1.9,1.2,7.2
Ismael Kamagate,Ismael Kamagate,C,21,"6' 11""",227 lbs,--,--,portland-trail-blazers,4997529,https://www.espn.com/nba/player/_/id/4997529/ismael-kamagate,,,,,,,,,,,,,
Damian Lillard,Damian Lillard,PG,32,"6' 2""",195 lbs,Weber State,"$39,344,900",portland-trail-blazers,6606,https://www.espn.com/nba/player/_/id/6606/damian-lillard,Career,711,36.3,43.7,37.3,89.3,4.2,6.6,0.3,1.0,1.9,2.8,24.6
Nassir Little,Nassir Little,SF,22,"6' 5""",220 lbs,North Carolina,"$2,316,240",portland-trail-blazers,4395652,https://www.espn.com/nba/player/_/id/4395652/nassir-little,Career,138,16.7,45.5,31.7,72.7,3.4,0.7,0.5,0.3,1.5,0.5,5.8
Didi Louzada,Didi Louzada,SF,23,"6' 5""",188 lbs,--,"$1,786,878",portland-trail-blazers,4423885,https://www.espn.com/nba/player/_/id/4423885/didi-louzada,Career,12,15.4,32.6,35.5,100.0,1.7,0.7,0.2,0.3,1.5,0.7,3.6
Ben McLemore,Ben McLemore,SG,29,"6' 3""",195 lbs,Kansas,"$1,669,178",portland-trail-blazers,2578213,https://www.espn.com/nba/player/_/id/2578213/ben-mclemore,Career,556,22.5,41.4,36.3,78.0,2.3,1.0,0.2,0.6,2.1,1.1,9.0
Jusuf Nurkic,Jusuf Nurkic,C,27,"6' 11""",290 lbs,--,"$12,000,000",portland-trail-blazers,3102530,https://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,Career,411,23.9,50.0,23.2,67.2,8.5,2.2,1.2,0.9,3.1,2.1,12.2
Gary Payton II,Gary Payton II,SG,29,"6' 3""",195 lbs,Oregon State,"$1,669,178",portland-trail-blazers,3134903,https://www.espn.com/nba/player/_/id/3134903/gary-payton-ii,Career,142,14.5,54.2,32.0,57.1,2.8,1.1,0.3,1.0,1.6,0.6,5.2
Norvel Pelle,Norvel Pelle,PF,29,"6' 10""",231 lbs,St. John's,--,portland-trail-blazers,2608892,https://www.espn.com/nba/player/_/id/2608892/norvel-pelle,Career,40,8.4,52.9,0.0,55.0,2.4,0.3,1.0,0.1,1.8,0.6,2.1
Reggie Perry,Reggie Perry,F,22,"6' 8""",250 lbs,Mississippi State,--,portland-trail-blazers,4396959,https://www.espn.com/nba/player/_/id/4396959/reggie-perry,Career,36,11.1,45.9,18.9,67.9,3.3,0.7,0.3,0.4,2.0,0.7,4.7
Shaedon Sharpe,Shaedon Sharpe,G,19,"6' 6""",200 lbs,Kentucky,--,portland-trail-blazers,4914336,https://www.espn.com/nba/player/_/id/4914336/shaedon-sharpe,,,,,,,,,,,,,
Anfernee Simons,Anfernee Simons,SG,23,"6' 3""",181 lbs,--,"$3,938,818",portland-trail-blazers,4351851,https://www.espn.com/nba/player/_/id/4351851/anfernee-simons,Career,211,20.7,42.5,39.2,83.3,2.2,2.0,0.1,0.4,1.7,1.1,10.2
Jabari Walker,Jabari Walker,F,20,"6' 9""",215 lbs,Colorado,--,portland-trail-blazers,4432446,https://www.espn.com/nba/player/_/id/4432446/jabari-walker,,,,,,,,,,,,,
Trendon Watford,Trendon Watford,PF,21,"6' 8""",237 lbs,LSU,"$436,482",portland-trail-blazers,4431675,https://www.espn.com/nba/player/_/id/4431675/trendon-watford,Career,48,18.1,53.2,23.7,75.5,4.1,1.7,0.6,0.5,2.4,0.9,7.6
Brandon Williams,Brandon Williams,PG,22,"6' 2""",190 lbs,Arizona,--,portland-trail-blazers,4397040,https://www.espn.com/nba/player/_/id/4397040/brandon-williams,Career,24,26.7,37.2,29.2,70.1,3.1,3.9,0.4,1.0,2.2,2.4,12.9
Justise Winslow,Justise Winslow,PF,26,"6' 6""",222 lbs,Duke,"$3,902,439",portland-trail-blazers,3135047,https://www.espn.com/nba/player/_/id/3135047/justise-winslow,Career,315,25.8,41.3,31.5,63.4,5.1,2.5,0.4,0.9,2.2,1.5,8.4
Cody Zeller,Cody Zeller,C,29,"6' 11""",240 lbs,Indiana,--,portland-trail-blazers,2579258,https://www.espn.com/nba/player/_/id/2579258/cody-zeller,Career,494,22.2,52.0,22.1,73.1,6.0,1.4,0.6,0.6,2.6,1.1,8.5
Nickeil Alexander-Walker,Nickeil Alexander-Walker,SG,23,"6' 5""",205 lbs,Virginia Tech,"$3,261,480",utah-jazz,4278039,https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,Career,158,19.4,38.7,32.9,72.6,2.6,2.2,0.3,0.7,1.6,1.4,9.3
Udoka Azubuike,Udoka Azubuike,C,22,"7' 0""",270 lbs,Kansas,"$2,075,880",utah-jazz,4066299,https://www.espn.com/nba/player/_/id/4066299/udoka-azubuike,Career,32,7.9,70.7,0.0,66.7,2.6,0.0,0.5,0.1,1.1,0.5,3.0
Malik Beasley,Malik Beasley,SG,25,"6' 4""",187 lbs,Florida State,"$14,491,964",utah-jazz,3907822,https://www.espn.com/nba/player/_/id/3907822/malik-beasley,Career,336,20.9,43.0,38.6,81.6,2.5,1.2,0.1,0.6,1.2,0.7,10.4
Patrick Beverley,Patrick Beverley,PG,34,"6' 1""",180 lbs,Arkansas,"$14,320,988",utah-jazz,3964,https://www.espn.com/nba/player/_/id/3964/patrick-beverley,Career,526,27.4,41.4,37.8,75.6,4.3,3.5,0.5,1.1,3.1,1.3,8.8
Bojan Bogdanovic,Bojan Bogdanovic,SF,33,"6' 7""",226 lbs,--,"$18,700,000",utah-jazz,3593,https://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,Career,603,29.1,45.7,39.2,86.1,3.6,1.6,0.1,0.6,1.6,1.6,15.0
Leandro Bolmaro,Leandro Bolmaro,SG,21,"6' 6""",200 lbs,--,"$2,353,320",utah-jazz,4683025,https://www.espn.com/nba/player/_/id/4683025/leandro-bolmaro,Career,35,6.9,31.5,27.8,84.6,1.2,0.6,0.0,0.2,0.7,0.4,1.4
Jared Butler,Jared Butler,SG,21,"6' 3""",193 lbs,Baylor,"$925,258",utah-jazz,4395695,https://www.espn.com/nba/player/_/id/4395695/jared-butler,Career,42,8.6,40.4,31.8,68.8,1.1,1.5,0.2,0.4,1.1,0.8,3.8
Jordan Clarkson,Jordan Clarkson,PG,30,"6' 4""",194 lbs,Missouri,"$12,420,000",utah-jazz,2528426,https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,Career,600,27.0,43.9,33.8,82.7,3.3,2.5,0.1,0.9,1.7,1.7,15.4
Mike Conley,Mike Conley,PG,34,"6' 1""",175 lbs,Ohio State,"$21,000,000",utah-jazz,3195,https://www.espn.com/nba/player/_/id/3195/mike-conley,Career,958,32.0,43.9,38.2,82.0,3.0,5.6,0.2,1.4,2.0,2.0,14.8
Simone Fontecchio,Simone Fontecchio,F,26,"6' 7""",200 lbs,--,--,utah-jazz,3899664,https://www.espn.com/nba/player/_/id/3899664/simone-fontecchio,,,,,,,,,,,,,
Rudy Gay,Rudy Gay,SF,35,"6' 8""",250 lbs,Connecticut,"$5,890,000",utah-jazz,3005,https://www.espn.com/nba/player/_/id/3005/rudy-gay,Career,1064,31.7,45.3,35.0,79.9,5.8,2.1,0.7,1.1,2.3,2.1,16.3
Johnny Juzang,Johnny Juzang,G,21,"6' 7""",215 lbs,UCLA,--,utah-jazz,4432817,https://www.espn.com/nba/player/_/id/4432817/johnny-juzang,,,,,,,,,,,,,
Walker Kessler,Walker Kessler,C,--,"7' 1""",245 lbs,Auburn,--,utah-jazz,4433136,https://www.espn.com/nba/player/_/id/4433136/walker-kessler,,,,,,,,,,,,,
Donovan Mitchell,Donovan Mitchell,SG,25,"6' 1""",215 lbs,Louisville,"$28,103,500",utah-jazz,3908809,https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,Career,345,33.7,44.1,36.1,83.3,4.2,4.5,0.3,1.3,2.5,2.8,23.9
Xavier Sneed,Xavier Sneed,F,24,"6' 5""",215 lbs,Bradley,"$8,558",utah-jazz,4066303,https://www.espn.com/nba/player/_/id/4066303/xavier-sneed,Career,9,4.3,20.0,12.5,0.0,0.7,0.1,0.0,0.0,0.2,0.0,0.6
Jarred Vanderbilt,Jarred Vanderbilt,PF,23,"6' 9""",214 lbs,Kentucky,"$4,050,000",utah-jazz,4278077,https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,Career,166,18.9,59.1,14.3,61.6,6.2,1.1,0.6,1.0,1.9,0.8,5.4
Hassan Whiteside,Hassan Whiteside,C,33,"7' 0""",265 lbs,Marshall,"$1,669,178",utah-jazz,4262,https://www.espn.com/nba/player/_/id/4262/hassan-whiteside,Career,511,24.7,58.6,30.8,60.5,10.8,0.6,2.2,0.5,2.6,1.5,12.6
Patrick Baldwin Jr.,Patrick Baldwin Jr.,F,19,"6' 9""",220 lbs,Milwaukee,--,golden-state-warriors,4433246,https://www.espn.com/nba/player/_/id/4433246/patrick-baldwin-jr,,,,,,,,,,,,,
Nemanja Bjelica,Nemanja Bjelica,PF,34,"6' 9""",234 lbs,--,"$1,669,178",golden-state-warriors,4269,https://www.espn.com/nba/player/_/id/4269/nemanja-bjelica,Career,449,20.4,46.6,38.4,75.9,4.6,1.8,0.4,0.6,2.4,1.0,7.6
Chris Chiozza,Chris Chiozza,G,26,"5' 11""",175 lbs,Florida,--,golden-state-warriors,3137795,https://www.espn.com/nba/player/_/id/3137795/chris-chiozza,Career,91,11.4,35.3,34.3,80.0,1.3,2.4,0.1,0.5,1.0,0.9,3.3
Stephen Curry,Stephen Curry,PG,34,"6' 2""",185 lbs,Davidson,"$45,780,966",golden-state-warriors,3975,https://www.espn.com/nba/player/_/id/3975/stephen-curry,Career,826,34.3,47.3,42.8,90.8,4.6,6.5,0.2,1.7,2.4,3.1,24.3
Donte DiVincenzo,Donte DiVincenzo,SG,25,"6' 4""",203 lbs,Villanova,"$4,675,830",golden-state-warriors,3934673,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,Career,201,23.6,41.5,34.7,76.6,4.6,2.5,0.2,1.1,1.7,1.4,9.0
Draymond Green,Draymond Green,PF,32,"6' 6""",230 lbs,Michigan State,"$24,026,712",golden-state-warriors,6589,https://www.espn.com/nba/player/_/id/6589/draymond-green,Career,685,28.5,44.1,31.5,71.2,6.9,5.4,1.0,1.4,2.8,2.2,8.7
JaMychal Green,JaMychal Green,F,32,"6' 8""",227 lbs,Alabama,"$8,200,000",golden-state-warriors,2327577,https://www.espn.com/nba/player/_/id/2327577/jamychal-green,Career,487,20.8,47.2,36.7,78.5,5.7,0.9,0.4,0.6,2.6,1.1,7.9
Andre Iguodala,Andre Iguodala,F,38,"6' 6""",215 lbs,Arizona,"$1,669,178",golden-state-warriors,2386,https://www.espn.com/nba/player/_/id/2386/andre-iguodala,Career,1223,32.2,46.3,33.0,70.9,4.9,4.2,0.5,1.4,1.8,1.8,11.4
Jonathan Kuminga,Jonathan Kuminga,PF,19,"6' 8""",210 lbs,--,"$5,466,360",golden-state-warriors,4433247,https://www.espn.com/nba/player/_/id/4433247/jonathan-kuminga,Career,70,16.9,51.3,33.6,68.4,3.3,0.9,0.3,0.4,2.1,1.1,9.3
Kevon Looney,Kevon Looney,C,26,"6' 9""",222 lbs,UCLA,"$5,178,572",golden-state-warriors,3155535,https://www.espn.com/nba/player/_/id/3155535/kevon-looney,Career,367,16.4,56.7,17.2,60.6,4.8,1.4,0.6,0.5,2.1,0.6,4.7
Mac McClung,Mac McClung,SG,23,"6' 2""",185 lbs,Texas Tech,--,golden-state-warriors,4397071,https://www.espn.com/nba/player/_/id/4397071/mac-mcclung,Career,2,12.5,50.0,33.3,100.0,1.5,0.5,0.5,0.5,2.5,1.5,4.0
Moses Moody,Moses Moody,SG,20,"6' 6""",205 lbs,Arkansas,"$3,562,200",golden-state-warriors,4432171,https://www.espn.com/nba/player/_/id/4432171/moses-moody,Career,52,11.7,43.7,36.4,77.8,1.5,0.4,0.2,0.1,0.8,0.3,4.4
Jordan Poole,Jordan Poole,SG,23,"6' 4""",194 lbs,Michigan,"$2,161,440",golden-state-warriors,4277956,https://www.espn.com/nba/player/_/id/4277956/jordan-poole,Career,184,24.7,41.6,34.1,88.5,2.6,2.9,0.2,0.7,2.1,1.7,13.7
Ryan Rollins,Ryan Rollins,G,20,"6' 4""",180 lbs,Toledo,--,golden-state-warriors,4591725,https://www.espn.com/nba/player/_/id/4591725/ryan-rollins,,,,,,,,,,,,,
Gui Santos,Gui Santos,F,20,"6' 8""",209 lbs,--,--,golden-state-warriors,4997536,https://www.espn.com/nba/player/_/id/4997536/gui-santos,,,,,,,,,,,,,
Klay Thompson,Klay Thompson,SG,32,"6' 6""",220 lbs,Washington State,"$37,980,720",golden-state-warriors,6475,https://www.espn.com/nba/player/_/id/6475/klay-thompson,Career,647,32.9,45.8,41.7,84.9,3.5,2.3,0.5,0.9,2.1,1.7,19.5
Quinndary Weatherspoon,Quinndary Weatherspoon,SG,25,"6' 3""",207 lbs,Mississippi State,--,golden-state-warriors,3907358,https://www.espn.com/nba/player/_/id/3907358/quinndary-weatherspoon,Career,42,6.5,45.2,18.8,82.6,0.8,0.6,0.1,0.3,1.0,0.4,2.1
Andrew Wiggins,Andrew Wiggins,SF,27,"6' 7""",197 lbs,Kansas,"$31,579,390",golden-state-warriors,3059319,https://www.espn.com/nba/player/_/id/3059319/andrew-wiggins,Career,598,35.0,44.8,35.0,72.3,4.4,2.3,0.7,1.0,2.2,2.0,19.3
James Wiseman,James Wiseman,C,21,"7' 0""",258 lbs,Memphis,"$9,166,800",golden-state-warriors,4432808,https://www.espn.com/nba/player/_/id/4432808/james-wiseman,Career,39,21.4,51.9,31.6,62.8,5.8,0.7,0.9,0.3,3.1,1.5,11.5
Nicolas Batum,Nicolas Batum,PF,33,"6' 8""",230 lbs,--,"$3,170,029",la-clippers,3416,https://www.espn.com/nba/player/_/id/3416/nicolas-batum,Career,915,30.6,43.7,36.3,83.7,5.1,3.5,0.6,1.0,1.7,1.7,11.1
Brandon Boston Jr.,Brandon Boston Jr.,SG,20,"6' 6""",188 lbs,Kentucky,"$925,258",la-clippers,4432162,https://www.espn.com/nba/player/_/id/4432162/brandon-boston-jr,Career,51,14.9,38.5,30.6,81.9,2.2,1.0,0.3,0.5,0.8,0.6,6.7
Amir Coffey,Amir Coffey,SG,25,"6' 7""",210 lbs,Minnesota,"$153,488",la-clippers,4066387,https://www.espn.com/nba/player/_/id/4066387/amir-coffey,Career,131,16.2,44.8,38.0,80.7,2.0,1.2,0.1,0.4,1.0,0.5,6.2
Robert Covington,Robert Covington,PF,31,"6' 7""",209 lbs,Tennessee State,"$12,975,471",la-clippers,2490620,https://www.espn.com/nba/player/_/id/2490620/robert-covington,Career,537,29.9,40.6,36.0,81.3,5.8,1.5,1.0,1.6,3.0,1.5,11.6
Moussa Diabate,Moussa Diabate,F,20,"6' 11""",210 lbs,Michigan,--,la-clippers,4433249,https://www.espn.com/nba/player/_/id/4433249/moussa-diabate,,,,,,,,,,,,,
Paul George,Paul George,SG,32,"6' 8""",220 lbs,Fresno State,"$39,344,900",la-clippers,4251,https://www.espn.com/nba/player/_/id/4251/paul-george,Career,737,33.6,43.5,38.2,84.8,6.4,3.6,0.4,1.7,2.7,2.7,20.4
Rodney Hood,Rodney Hood,SG,29,"6' 8""",208 lbs,Duke,"$1,669,178",la-clippers,2581177,https://www.espn.com/nba/player/_/id/2581177/rodney-hood,Career,448,24.5,42.0,36.6,84.1,2.6,1.6,0.2,0.7,1.9,1.0,10.4
Reggie Jackson,Reggie Jackson,PG,32,"6' 2""",208 lbs,Boston College,"$10,384,500",la-clippers,6443,https://www.espn.com/nba/player/_/id/6443/reggie-jackson,Career,703,25.6,42.4,34.5,85.4,3.0,4.3,0.1,0.7,2.0,1.9,13.1
Luke Kennard,Luke Kennard,SG,26,"6' 5""",206 lbs,Duke,"$13,347,727",la-clippers,3913174,https://www.espn.com/nba/player/_/id/3913174/luke-kennard,Career,297,23.5,44.9,42.5,86.9,2.9,2.0,0.1,0.5,1.5,0.9,10.0
Kawhi Leonard,Kawhi Leonard,SF,31,"6' 7""",225 lbs,San Diego State,"$39,344,900",la-clippers,6450,https://www.espn.com/nba/player/_/id/6450/kawhi-leonard,Career,576,31.3,49.3,38.4,85.8,6.4,2.9,0.6,1.8,1.7,1.6,19.2
Terance Mann,Terance Mann,SG,25,"6' 5""",215 lbs,Florida State,"$1,782,621",la-clippers,3907823,https://www.espn.com/nba/player/_/id/3907823/terance-mann,Career,189,20.9,49.1,37.9,78.6,3.8,1.9,0.2,0.5,1.9,0.8,7.6
Xavier Moon,Xavier Moon,PG,27,"6' 2""",165 lbs,Morehead State,--,la-clippers,3914075,https://www.espn.com/nba/player/_/id/3914075/xavier-moon,Career,10,13.7,49.0,35.7,60.0,1.4,2.4,0.3,0.7,0.9,0.6,5.8
Marcus Morris Sr.,Marcus Morris Sr.,SF,32,"6' 8""",218 lbs,Kansas,"$15,627,907",la-clippers,6462,https://www.espn.com/nba/player/_/id/6462/marcus-morris-sr,Career,718,27.1,43.5,37.7,77.3,4.6,1.5,0.3,0.7,2.2,1.2,12.4
Norman Powell,Norman Powell,SF,29,"6' 3""",215 lbs,UCLA,"$15,517,241",la-clippers,2595516,https://www.espn.com/nba/player/_/id/2595516/norman-powell,Career,421,22.4,46.3,38.4,83.1,2.6,1.5,0.3,0.8,1.8,1.2,11.3
Jason Preston,Jason Preston,PG,23,"6' 3""",181 lbs,Ohio,"$1,062,303",la-clippers,4397916,https://www.espn.com/nba/player/_/id/4397916/jason-preston,,,,,,,,,,,,,
John Wall,John Wall,PG,31,"6' 3""",210 lbs,Kentucky,"$44,310,840",la-clippers,4237,https://www.espn.com/nba/player/_/id/4237/john-wall,Career,613,35.6,43.1,32.3,77.9,4.3,9.1,0.7,1.7,2.2,3.8,19.1
Ivica Zubac,Ivica Zubac,C,25,"7' 0""",240 lbs,--,"$7,518,518",la-clippers,4017837,https://www.espn.com/nba/player/_/id/4017837/ivica-zubac,Career,360,19.0,59.7,10.0,75.4,6.5,1.1,0.8,0.3,2.2,1.1,8.3
Carmelo Anthony,Carmelo Anthony,PF,38,"6' 7""",238 lbs,Syracuse,"$1,669,178",los-angeles-lakers,1975,https://www.espn.com/nba/player/_/id/1975/carmelo-anthony,Career,1260,34.5,44.7,35.5,81.4,6.2,2.7,0.5,1.0,2.8,2.4,22.5
D.J. Augustin,D.J. Augustin,G,34,"5' 11""",183 lbs,Texas,"$393,312",los-angeles-lakers,3415,https://www.espn.com/nba/player/_/id/3415/dj-augustin,Career,976,23.4,41.2,38.1,86.7,1.8,3.9,0.0,0.6,1.4,1.5,9.5
Kent Bazemore,Kent Bazemore,SF,33,"6' 4""",195 lbs,Old Dominion,"$1,669,178",los-angeles-lakers,6637,https://www.espn.com/nba/player/_/id/6637/kent-bazemore,Career,657,20.6,41.3,35.6,72.4,3.2,1.8,0.5,1.0,2.0,1.4,8.2
Avery Bradley,Avery Bradley,PG,31,"6' 3""",180 lbs,Texas,"$1,669,178",los-angeles-lakers,4240,https://www.espn.com/nba/player/_/id/4240/avery-bradley,Career,660,27.5,43.4,36.5,78.3,2.8,1.7,0.2,1.0,2.2,1.3,11.0
Troy Brown Jr.,Troy Brown Jr.,SF,23,"6' 6""",215 lbs,Oregon,"$5,170,564",los-angeles-lakers,4278508,https://www.espn.com/nba/player/_/id/4278508/troy-brown-jr,Career,221,18.5,42.9,33.7,75.5,3.8,1.6,0.1,0.7,1.4,0.7,6.4
Thomas Bryant,Thomas Bryant,C,25,"6' 10""",248 lbs,Indiana,"$8,666,667",los-angeles-lakers,3934723,https://www.espn.com/nba/player/_/id/3934723/thomas-bryant,Career,170,20.1,59.0,35.0,76.4,5.7,1.3,0.9,0.4,1.8,0.9,10.2
Max Christie,Max Christie,G,19,"6' 6""",190 lbs,Michigan State,--,los-angeles-lakers,4432582,https://www.espn.com/nba/player/_/id/4432582/max-christie,,,,,,,,,,,,,
Anthony Davis,Anthony Davis,PF,29,"6' 10""",253 lbs,Kentucky,"$35,361,360",los-angeles-lakers,6583,https://www.espn.com/nba/player/_/id/6583/anthony-davis,Career,604,34.4,51.5,30.3,79.4,10.2,2.3,2.3,1.4,2.3,2.0,23.8
Wayne Ellington,Wayne Ellington,SG,34,"6' 4""",207 lbs,North Carolina,"$1,669,178",los-angeles-lakers,3981,https://www.espn.com/nba/player/_/id/3981/wayne-ellington,Career,770,20.9,41.0,38.2,84.3,2.1,1.1,0.1,0.5,1.1,0.7,8.0
Wenyen Gabriel,Wenyen Gabriel,F,25,"6' 9""",205 lbs,Kentucky,--,los-angeles-lakers,4066264,https://www.espn.com/nba/player/_/id/4066264/wenyen-gabriel,Career,77,10.8,45.4,33.8,63.0,2.6,0.4,0.3,0.3,1.8,0.6,3.6
Talen Horton-Tucker,Talen Horton-Tucker,SG,21,"6' 4""",234 lbs,Iowa State,"$9,500,000",los-angeles-lakers,4396991,https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,Career,131,22.1,43.7,27.6,78.3,2.8,2.6,0.4,1.0,2.2,1.5,9.3
